image_id,dataset,class_id,class_name,image_path,split,bbox_x1y1x2y2
ILSVRC2012_val_00048627,imagenet,222.0,kuvasz,imagenet\raw\ILSVRC2012_val_00048627.JPEG,eval,
ILSVRC2012_val_00048640,imagenet,134.0,crane,imagenet\raw\ILSVRC2012_val_00048640.JPEG,eval,
ILSVRC2012_val_00048710,imagenet,11.0,goldfinch,imagenet\raw\ILSVRC2012_val_00048710.JPEG,eval,
ILSVRC2012_val_00048894,imagenet,304.0,leaf_beetle,imagenet\raw\ILSVRC2012_val_00048894.JPEG,eval,
ILSVRC2012_val_00048908,imagenet,128.0,black_stork,imagenet\raw\ILSVRC2012_val_00048908.JPEG,eval,
ILSVRC2012_val_00048940,imagenet,296.0,ice_bear,imagenet\raw\ILSVRC2012_val_00048940.JPEG,eval,
ILSVRC2012_val_00049021,imagenet,700.0,paper_towel,imagenet\raw\ILSVRC2012_val_00049021.JPEG,eval,
ILSVRC2012_val_00049217,imagenet,105.0,koala,imagenet\raw\ILSVRC2012_val_00049217.JPEG,eval,
ILSVRC2012_val_00049721,imagenet,437.0,beacon,imagenet\raw\ILSVRC2012_val_00049721.JPEG,eval,
ILSVRC2012_val_00049822,imagenet,294.0,brown_bear,imagenet\raw\ILSVRC2012_val_00049822.JPEG,eval,
ILSVRC2012_val_00049886,imagenet,277.0,red_fox,imagenet\raw\ILSVRC2012_val_00049886.JPEG,eval,
ILSVRC2012_val_00049942,imagenet,232.0,Border_collie,imagenet\raw\ILSVRC2012_val_00049942.JPEG,eval,
ILSVRC2012_val_00012132,imagenet,,jay,imagenet\raw\ILSVRC2012_val_00012132.JPEG,debug,
ILSVRC2012_val_00000140,imagenet,,flute,imagenet\raw\ILSVRC2012_val_00000140.JPEG,debug,
ILSVRC2012_val_00031295,imagenet,,miniature_pinscher,imagenet\raw\ILSVRC2012_val_00031295.JPEG,debug,
ILSVRC2012_val_00004300,imagenet,,wood_rabbit,imagenet\raw\ILSVRC2012_val_00004300.JPEG,debug,
ILSVRC2012_val_00007011,imagenet,,red-backed_sandpiper,imagenet\raw\ILSVRC2012_val_00007011.JPEG,debug,
ILSVRC2012_val_00008228,imagenet,,spider_monkey,imagenet\raw\ILSVRC2012_val_00008228.JPEG,debug,
ILSVRC2012_val_00016006,imagenet,,Polaroid_camera,imagenet\raw\ILSVRC2012_val_00016006.JPEG,debug,
ILSVRC2012_val_00023543,imagenet,,pug,imagenet\raw\ILSVRC2012_val_00023543.JPEG,debug,
ILSVRC2012_val_00023347,imagenet,,sulphur-crested_cockatoo,imagenet\raw\ILSVRC2012_val_00023347.JPEG,debug,
ILSVRC2012_val_00011253,imagenet,,armadillo,imagenet\raw\ILSVRC2012_val_00011253.JPEG,debug,
ILSVRC2012_val_00003259,imagenet,,hummingbird,imagenet\raw\ILSVRC2012_val_00003259.JPEG,debug,
ILSVRC2012_val_00004482,imagenet,,quilt,imagenet\raw\ILSVRC2012_val_00004482.JPEG,debug,
ILSVRC2012_val_00008860,imagenet,,schipperke,imagenet\raw\ILSVRC2012_val_00008860.JPEG,debug,
ILSVRC2012_val_00014374,imagenet,,affenpinscher,imagenet\raw\ILSVRC2012_val_00014374.JPEG,debug,
ILSVRC2012_val_00011915,imagenet,,junco,imagenet\raw\ILSVRC2012_val_00011915.JPEG,debug,
ILSVRC2012_val_00019344,imagenet,,bighorn,imagenet\raw\ILSVRC2012_val_00019344.JPEG,debug,
ILSVRC2012_val_00015926,imagenet,,macaque,imagenet\raw\ILSVRC2012_val_00015926.JPEG,debug,
ILSVRC2012_val_00007971,imagenet,,Sussex_spaniel,imagenet\raw\ILSVRC2012_val_00007971.JPEG,debug,
ILSVRC2012_val_00015160,imagenet,,Rottweiler,imagenet\raw\ILSVRC2012_val_00015160.JPEG,debug,
ILSVRC2012_val_00013600,imagenet,,tick,imagenet\raw\ILSVRC2012_val_00013600.JPEG,debug,
ILSVRC2012_val_00000391,imagenet,,Norfolk_terrier,imagenet\raw\ILSVRC2012_val_00000391.JPEG,debug,
ILSVRC2012_val_00044836,imagenet,,rock_crab,imagenet\raw\ILSVRC2012_val_00044836.JPEG,debug,
ILSVRC2012_val_00008135,imagenet,,bittern,imagenet\raw\ILSVRC2012_val_00008135.JPEG,debug,
ILSVRC2012_val_00010132,imagenet,,impala,imagenet\raw\ILSVRC2012_val_00010132.JPEG,debug,
ILSVRC2012_val_00007283,imagenet,,jellyfish,imagenet\raw\ILSVRC2012_val_00007283.JPEG,debug,
ILSVRC2012_val_00007178,imagenet,,bloodhound,imagenet\raw\ILSVRC2012_val_00007178.JPEG,debug,
ILSVRC2012_val_00020205,imagenet,,dowitcher,imagenet\raw\ILSVRC2012_val_00020205.JPEG,debug,
ILSVRC2012_val_00012313,imagenet,,mushroom,imagenet\raw\ILSVRC2012_val_00012313.JPEG,debug,
ILSVRC2012_val_00007854,imagenet,,yurt,imagenet\raw\ILSVRC2012_val_00007854.JPEG,debug,
ILSVRC2012_val_00005867,imagenet,,Irish_terrier,imagenet\raw\ILSVRC2012_val_00005867.JPEG,debug,
ILSVRC2012_val_00049131,imagenet,,crane,imagenet\raw\ILSVRC2012_val_00049131.JPEG,debug,
ILSVRC2012_val_00002794,imagenet,,Greater_Swiss_Mountain_dog,imagenet\raw\ILSVRC2012_val_00002794.JPEG,debug,
ILSVRC2012_val_00020015,imagenet,,dalmatian,imagenet\raw\ILSVRC2012_val_00020015.JPEG,debug,
ILSVRC2012_val_00006457,imagenet,,hornbill,imagenet\raw\ILSVRC2012_val_00006457.JPEG,debug,
ILSVRC2012_val_00005363,imagenet,,pelican,imagenet\raw\ILSVRC2012_val_00005363.JPEG,debug,
ILSVRC2012_val_00029916,imagenet,,sea_cucumber,imagenet\raw\ILSVRC2012_val_00029916.JPEG,debug,
ILSVRC2012_val_00030940,imagenet,,little_blue_heron,imagenet\raw\ILSVRC2012_val_00030940.JPEG,debug,
ILSVRC2012_val_00007404,imagenet,,killer_whale,imagenet\raw\ILSVRC2012_val_00007404.JPEG,debug,
ILSVRC2012_val_00013911,imagenet,,white_wolf,imagenet\raw\ILSVRC2012_val_00013911.JPEG,debug,
ILSVRC2012_val_00008938,imagenet,,red_fox,imagenet\raw\ILSVRC2012_val_00008938.JPEG,debug,
36,voc,11.0,dog,voc\raw\000036.jpg,eval,"[27, 79, 319, 344]"
113,voc,14.0,person,voc\raw\000113.jpg,eval,"[277, 101, 354, 260]"
118,voc,7.0,cat,voc\raw\000118.jpg,eval,"[164, 97, 281, 375]"
132,voc,5.0,bus,voc\raw\000132.jpg,eval,"[43, 66, 279, 363]"
211,voc,9.0,cow,voc\raw\000211.jpg,eval,"[48, 262, 244, 349]"
215,voc,7.0,cat,voc\raw\000215.jpg,eval,"[144, 81, 338, 411]"
221,voc,6.0,car,voc\raw\000221.jpg,eval,"[72, 77, 432, 253]"
228,voc,0.0,aeroplane,voc\raw\000228.jpg,eval,"[92, 82, 314, 228]"
236,voc,2.0,bird,voc\raw\000236.jpg,eval,"[88, 169, 275, 314]"
244,voc,16.0,sheep,voc\raw\000244.jpg,eval,"[116, 202, 157, 230]"
246,voc,11.0,dog,voc\raw\000246.jpg,eval,"[60, 44, 331, 310]"
262,voc,6.0,car,voc\raw\000262.jpg,eval,"[343, 96, 500, 196]"
270,voc,18.0,train,voc\raw\000270.jpg,eval,"[150, 120, 443, 183]"
298,voc,14.0,person,voc\raw\000298.jpg,eval,"[180, 32, 339, 359]"
317,voc,6.0,car,voc\raw\000317.jpg,eval,"[118, 151, 407, 221]"
321,voc,14.0,person,voc\raw\000321.jpg,eval,"[44, 167, 249, 458]"
332,voc,12.0,horse,voc\raw\000332.jpg,eval,"[54, 50, 285, 262]"
403,voc,7.0,cat,voc\raw\000403.jpg,eval,"[157, 90, 486, 372]"
522,voc,6.0,car,voc\raw\000522.jpg,eval,"[36, 128, 434, 271]"
540,voc,18.0,train,voc\raw\000540.jpg,eval,"[135, 93, 321, 298]"
622,voc,9.0,cow,voc\raw\000622.jpg,eval,"[156, 87, 401, 339]"
656,voc,11.0,dog,voc\raw\000656.jpg,eval,"[230, 61, 447, 174]"
712,voc,18.0,train,voc\raw\000712.jpg,eval,"[3, 93, 383, 273]"
714,voc,2.0,bird,voc\raw\000714.jpg,eval,"[190, 56, 439, 300]"
720,voc,11.0,dog,voc\raw\000720.jpg,eval,"[217, 118, 305, 263]"
738,voc,0.0,aeroplane,voc\raw\000738.jpg,eval,"[1, 124, 496, 235]"
748,voc,5.0,bus,voc\raw\000748.jpg,eval,"[47, 100, 440, 246]"
764,voc,12.0,horse,voc\raw\000764.jpg,eval,"[79, 80, 366, 271]"
823,voc,6.0,car,voc\raw\000823.jpg,eval,"[49, 160, 343, 265]"
831,voc,18.0,train,voc\raw\000831.jpg,eval,"[83, 124, 239, 377]"
845,voc,0.0,aeroplane,voc\raw\000845.jpg,eval,"[9, 97, 493, 206]"
871,voc,6.0,car,voc\raw\000871.jpg,eval,"[8, 114, 491, 292]"
899,voc,18.0,train,voc\raw\000899.jpg,eval,"[92, 139, 473, 243]"
1008,voc,13.0,motorbike,voc\raw\001008.jpg,eval,"[220, 154, 300, 280]"
1012,voc,0.0,aeroplane,voc\raw\001012.jpg,eval,"[225, 117, 307, 206]"
1078,voc,7.0,cat,voc\raw\001078.jpg,eval,"[2, 101, 245, 375]"
1130,voc,9.0,cow,voc\raw\001130.jpg,eval,"[114, 107, 296, 266]"
1205,voc,3.0,boat,voc\raw\001205.jpg,eval,"[88, 76, 314, 263]"
1225,voc,11.0,dog,voc\raw\001225.jpg,eval,"[100, 212, 303, 414]"
1260,voc,2.0,bird,voc\raw\001260.jpg,eval,"[167, 85, 245, 140]"
1274,voc,7.0,cat,voc\raw\001274.jpg,eval,"[138, 196, 230, 344]"
1289,voc,2.0,bird,voc\raw\001289.jpg,eval,"[157, 98, 355, 188]"
1323,voc,18.0,train,voc\raw\001323.jpg,eval,"[33, 188, 481, 322]"
1332,voc,0.0,aeroplane,voc\raw\001332.jpg,eval,"[20, 26, 82, 72]"
1360,voc,6.0,car,voc\raw\001360.jpg,eval,"[7, 91, 448, 272]"
1383,voc,18.0,train,voc\raw\001383.jpg,eval,"[100, 138, 431, 312]"
1397,voc,11.0,dog,voc\raw\001397.jpg,eval,"[128, 121, 214, 263]"
1453,voc,2.0,bird,voc\raw\001453.jpg,eval,"[176, 29, 297, 306]"
1466,voc,6.0,car,voc\raw\001466.jpg,eval,"[2, 114, 452, 264]"
1467,voc,11.0,dog,voc\raw\001467.jpg,eval,"[253, 81, 475, 241]"
1470,voc,19.0,tvmonitor,voc\raw\001470.jpg,eval,"[103, 30, 311, 234]"
1481,voc,3.0,boat,voc\raw\001481.jpg,eval,"[225, 161, 281, 252]"
1486,voc,7.0,cat,voc\raw\001486.jpg,eval,"[110, 61, 461, 269]"
1528,voc,2.0,bird,voc\raw\001528.jpg,eval,"[46, 76, 372, 348]"
1539,voc,1.0,bicycle,voc\raw\001539.jpg,eval,"[102, 167, 357, 350]"
1555,voc,7.0,cat,voc\raw\001555.jpg,eval,"[333, 294, 390, 368]"
1576,voc,6.0,car,voc\raw\001576.jpg,eval,"[51, 172, 458, 280]"
1597,voc,2.0,bird,voc\raw\001597.jpg,eval,"[227, 135, 330, 291]"
1610,voc,7.0,cat,voc\raw\001610.jpg,eval,"[16, 56, 368, 276]"
1627,voc,14.0,person,voc\raw\001627.jpg,eval,"[104, 7, 280, 475]"
1638,voc,0.0,aeroplane,voc\raw\001638.jpg,eval,"[187, 83, 337, 236]"
1661,voc,16.0,sheep,voc\raw\001661.jpg,eval,"[107, 199, 330, 374]"
1669,voc,7.0,cat,voc\raw\001669.jpg,eval,"[21, 75, 364, 337]"
1708,voc,0.0,aeroplane,voc\raw\001708.jpg,eval,"[6, 93, 498, 245]"
1734,voc,16.0,sheep,voc\raw\001734.jpg,eval,"[100, 84, 441, 313]"
1768,voc,7.0,cat,voc\raw\001768.jpg,eval,"[1, 63, 261, 344]"
1840,voc,7.0,cat,voc\raw\001840.jpg,eval,"[128, 174, 321, 296]"
1853,voc,2.0,bird,voc\raw\001853.jpg,eval,"[202, 63, 343, 286]"
1872,voc,16.0,sheep,voc\raw\001872.jpg,eval,"[153, 22, 355, 342]"
1875,voc,19.0,tvmonitor,voc\raw\001875.jpg,eval,"[36, 138, 143, 234]"
1888,voc,7.0,cat,voc\raw\001888.jpg,eval,"[78, 32, 276, 413]"
1922,voc,0.0,aeroplane,voc\raw\001922.jpg,eval,"[65, 75, 470, 269]"
1931,voc,6.0,car,voc\raw\001931.jpg,eval,"[44, 114, 489, 288]"
1933,voc,2.0,bird,voc\raw\001933.jpg,eval,"[70, 43, 399, 319]"
1937,voc,6.0,car,voc\raw\001937.jpg,eval,"[11, 211, 332, 433]"
1960,voc,12.0,horse,voc\raw\001960.jpg,eval,"[108, 138, 264, 332]"
1981,voc,7.0,cat,voc\raw\001981.jpg,eval,"[36, 1, 329, 273]"
1982,voc,7.0,cat,voc\raw\001982.jpg,eval,"[85, 50, 379, 348]"
2042,voc,12.0,horse,voc\raw\002042.jpg,eval,"[75, 182, 260, 360]"
2153,voc,6.0,car,voc\raw\002153.jpg,eval,"[83, 166, 375, 291]"
2178,voc,6.0,car,voc\raw\002178.jpg,eval,"[100, 136, 460, 320]"
2182,voc,6.0,car,voc\raw\002182.jpg,eval,"[15, 121, 438, 252]"
2199,voc,11.0,dog,voc\raw\002199.jpg,eval,"[69, 163, 477, 372]"
2212,voc,2.0,bird,voc\raw\002212.jpg,eval,"[42, 72, 459, 247]"
2318,voc,13.0,motorbike,voc\raw\002318.jpg,eval,"[29, 167, 188, 340]"
2320,voc,15.0,pottedplant,voc\raw\002320.jpg,eval,"[69, 33, 282, 202]"
2321,voc,18.0,train,voc\raw\002321.jpg,eval,"[117, 197, 242, 306]"
2328,voc,19.0,tvmonitor,voc\raw\002328.jpg,eval,"[107, 61, 351, 315]"
2345,voc,11.0,dog,voc\raw\002345.jpg,eval,"[78, 144, 282, 477]"
2354,voc,0.0,aeroplane,voc\raw\002354.jpg,eval,"[64, 128, 451, 252]"
2364,voc,11.0,dog,voc\raw\002364.jpg,eval,"[169, 108, 397, 276]"
2392,voc,3.0,boat,voc\raw\002392.jpg,eval,"[60, 106, 412, 177]"
2411,voc,6.0,car,voc\raw\002411.jpg,eval,"[129, 163, 300, 259]"
2420,voc,6.0,car,voc\raw\002420.jpg,eval,"[81, 48, 475, 251]"
2454,voc,6.0,car,voc\raw\002454.jpg,eval,"[100, 73, 263, 200]"
2459,voc,14.0,person,voc\raw\002459.jpg,eval,"[121, 205, 192, 237]"
2462,voc,18.0,train,voc\raw\002462.jpg,eval,"[54, 75, 500, 158]"
2466,voc,11.0,dog,voc\raw\002466.jpg,eval,"[125, 92, 421, 217]"
2502,voc,18.0,train,voc\raw\002502.jpg,eval,"[12, 114, 275, 412]"
2525,voc,18.0,train,voc\raw\002525.jpg,eval,"[1, 234, 461, 372]"
2598,voc,15.0,pottedplant,voc\raw\002598.jpg,eval,"[89, 49, 244, 394]"
2603,voc,2.0,bird,voc\raw\002603.jpg,eval,"[185, 99, 304, 245]"
2683,voc,16.0,sheep,voc\raw\002683.jpg,eval,"[130, 123, 348, 293]"
2689,voc,14.0,person,voc\raw\002689.jpg,eval,"[199, 21, 336, 344]"
2690,voc,11.0,dog,voc\raw\002690.jpg,eval,"[82, 296, 327, 500]"
2706,voc,7.0,cat,voc\raw\002706.jpg,eval,"[119, 61, 351, 330]"
2714,voc,14.0,person,voc\raw\002714.jpg,eval,"[168, 91, 246, 357]"
2717,voc,2.0,bird,voc\raw\002717.jpg,eval,"[170, 103, 278, 300]"
2718,voc,2.0,bird,voc\raw\002718.jpg,eval,"[138, 38, 407, 298]"
2721,voc,2.0,bird,voc\raw\002721.jpg,eval,"[274, 86, 453, 220]"
2785,voc,7.0,cat,voc\raw\002785.jpg,eval,"[222, 1, 475, 178]"
2796,voc,7.0,cat,voc\raw\002796.jpg,eval,"[130, 227, 306, 364]"
2810,voc,11.0,dog,voc\raw\002810.jpg,eval,"[84, 59, 360, 256]"
2844,voc,18.0,train,voc\raw\002844.jpg,eval,"[141, 37, 500, 248]"
2848,voc,13.0,motorbike,voc\raw\002848.jpg,eval,"[201, 15, 278, 82]"
2854,voc,6.0,car,voc\raw\002854.jpg,eval,"[3, 175, 500, 331]"
2869,voc,0.0,aeroplane,voc\raw\002869.jpg,eval,"[21, 94, 489, 226]"
2891,voc,18.0,train,voc\raw\002891.jpg,eval,"[68, 50, 381, 324]"
2896,voc,2.0,bird,voc\raw\002896.jpg,eval,"[124, 71, 253, 500]"
2932,voc,14.0,person,voc\raw\002932.jpg,eval,"[103, 369, 195, 468]"
2938,voc,2.0,bird,voc\raw\002938.jpg,eval,"[46, 139, 259, 260]"
2942,voc,0.0,aeroplane,voc\raw\002942.jpg,eval,"[222, 153, 312, 192]"
2960,voc,14.0,person,voc\raw\002960.jpg,eval,"[47, 75, 271, 315]"
2969,voc,2.0,bird,voc\raw\002969.jpg,eval,"[139, 125, 500, 374]"
3009,voc,6.0,car,voc\raw\003009.jpg,eval,"[135, 294, 386, 363]"
3015,voc,12.0,horse,voc\raw\003015.jpg,eval,"[182, 128, 274, 218]"
3064,voc,14.0,person,voc\raw\003064.jpg,eval,"[79, 103, 215, 500]"
3090,voc,18.0,train,voc\raw\003090.jpg,eval,"[79, 116, 301, 206]"
3112,voc,2.0,bird,voc\raw\003112.jpg,eval,"[164, 87, 306, 332]"
3126,voc,2.0,bird,voc\raw\003126.jpg,eval,"[132, 156, 280, 248]"
3133,voc,0.0,aeroplane,voc\raw\003133.jpg,eval,"[32, 55, 435, 213]"
3135,voc,18.0,train,voc\raw\003135.jpg,eval,"[2, 114, 497, 276]"
3154,voc,5.0,bus,voc\raw\003154.jpg,eval,"[162, 102, 468, 302]"
3157,voc,19.0,tvmonitor,voc\raw\003157.jpg,eval,"[137, 57, 303, 185]"
3163,voc,5.0,bus,voc\raw\003163.jpg,eval,"[56, 66, 441, 240]"
3204,voc,19.0,tvmonitor,voc\raw\003204.jpg,eval,"[172, 195, 278, 299]"
3244,voc,18.0,train,voc\raw\003244.jpg,eval,"[1, 142, 498, 245]"
3250,voc,2.0,bird,voc\raw\003250.jpg,eval,"[174, 24, 355, 333]"
3274,voc,11.0,dog,voc\raw\003274.jpg,eval,"[148, 77, 298, 239]"
3338,voc,2.0,bird,voc\raw\003338.jpg,eval,"[196, 75, 334, 285]"
3349,voc,2.0,bird,voc\raw\003349.jpg,eval,"[88, 55, 327, 289]"
3351,voc,7.0,cat,voc\raw\003351.jpg,eval,"[160, 83, 461, 347]"
3354,voc,9.0,cow,voc\raw\003354.jpg,eval,"[93, 75, 256, 223]"
3365,voc,0.0,aeroplane,voc\raw\003365.jpg,eval,"[118, 108, 450, 197]"
3370,voc,18.0,train,voc\raw\003370.jpg,eval,"[162, 93, 289, 276]"
3377,voc,2.0,bird,voc\raw\003377.jpg,eval,"[135, 141, 292, 360]"
3410,voc,9.0,cow,voc\raw\003410.jpg,eval,"[66, 149, 240, 237]"
3421,voc,8.0,chair,voc\raw\003421.jpg,eval,"[107, 322, 300, 500]"
3441,voc,5.0,bus,voc\raw\003441.jpg,eval,"[105, 98, 378, 274]"
3443,voc,11.0,dog,voc\raw\003443.jpg,eval,"[59, 96, 229, 233]"
3444,voc,17.0,sofa,voc\raw\003444.jpg,eval,"[36, 91, 304, 263]"
3489,voc,11.0,dog,voc\raw\003489.jpg,eval,"[280, 32, 456, 257]"
3493,voc,0.0,aeroplane,voc\raw\003493.jpg,eval,"[137, 119, 440, 234]"
3509,voc,15.0,pottedplant,voc\raw\003509.jpg,eval,"[184, 28, 375, 499]"
3519,voc,2.0,bird,voc\raw\003519.jpg,eval,"[114, 84, 316, 375]"
3522,voc,7.0,cat,voc\raw\003522.jpg,eval,"[249, 2, 500, 328]"
3546,voc,7.0,cat,voc\raw\003546.jpg,eval,"[132, 82, 257, 228]"
3554,voc,0.0,aeroplane,voc\raw\003554.jpg,eval,"[75, 126, 436, 250]"
3565,voc,2.0,bird,voc\raw\003565.jpg,eval,"[280, 218, 500, 317]"
3597,voc,18.0,train,voc\raw\003597.jpg,eval,"[9, 135, 392, 399]"
3627,voc,11.0,dog,voc\raw\003627.jpg,eval,"[135, 1, 365, 333]"
3640,voc,9.0,cow,voc\raw\003640.jpg,eval,"[274, 184, 444, 287]"
3695,voc,18.0,train,voc\raw\003695.jpg,eval,"[1, 145, 480, 283]"
3704,voc,2.0,bird,voc\raw\003704.jpg,eval,"[220, 62, 458, 347]"
3705,voc,16.0,sheep,voc\raw\003705.jpg,eval,"[196, 100, 270, 176]"
3773,voc,0.0,aeroplane,voc\raw\003773.jpg,eval,"[13, 121, 485, 230]"
3786,voc,5.0,bus,voc\raw\003786.jpg,eval,"[171, 165, 287, 273]"
3790,voc,6.0,car,voc\raw\003790.jpg,eval,"[54, 115, 462, 269]"
3803,voc,2.0,bird,voc\raw\003803.jpg,eval,"[156, 186, 249, 341]"
3828,voc,2.0,bird,voc\raw\003828.jpg,eval,"[168, 53, 223, 86]"
3868,voc,14.0,person,voc\raw\003868.jpg,eval,"[2, 235, 500, 374]"
3871,voc,2.0,bird,voc\raw\003871.jpg,eval,"[119, 82, 313, 433]"
3890,voc,7.0,cat,voc\raw\003890.jpg,eval,"[7, 270, 282, 500]"
3905,voc,2.0,bird,voc\raw\003905.jpg,eval,"[236, 66, 376, 267]"
3935,voc,11.0,dog,voc\raw\003935.jpg,eval,"[98, 55, 347, 340]"
3971,voc,6.0,car,voc\raw\003971.jpg,eval,"[26, 125, 479, 273]"
3991,voc,7.0,cat,voc\raw\003991.jpg,eval,"[79, 53, 500, 264]"
3993,voc,0.0,aeroplane,voc\raw\003993.jpg,eval,"[45, 87, 418, 245]"
4015,voc,11.0,dog,voc\raw\004015.jpg,eval,"[73, 23, 302, 375]"
4052,voc,0.0,aeroplane,voc\raw\004052.jpg,eval,"[47, 108, 398, 213]"
4076,voc,7.0,cat,voc\raw\004076.jpg,eval,"[77, 53, 415, 280]"
4082,voc,1.0,bicycle,voc\raw\004082.jpg,eval,"[170, 74, 261, 331]"
4133,voc,14.0,person,voc\raw\004133.jpg,eval,"[97, 18, 224, 334]"
4163,voc,19.0,tvmonitor,voc\raw\004163.jpg,eval,"[248, 197, 355, 316]"
4171,voc,2.0,bird,voc\raw\004171.jpg,eval,"[97, 302, 272, 433]"
4174,voc,5.0,bus,voc\raw\004174.jpg,eval,"[3, 233, 136, 381]"
4190,voc,19.0,tvmonitor,voc\raw\004190.jpg,eval,"[1, 115, 201, 326]"
4192,voc,19.0,tvmonitor,voc\raw\004192.jpg,eval,"[138, 220, 233, 300]"
4220,voc,2.0,bird,voc\raw\004220.jpg,eval,"[152, 132, 380, 214]"
4221,voc,2.0,bird,voc\raw\004221.jpg,eval,"[240, 155, 321, 240]"
4300,voc,13.0,motorbike,voc\raw\004300.jpg,eval,"[79, 201, 235, 317]"
4318,voc,11.0,dog,voc\raw\004318.jpg,eval,"[1, 61, 365, 283]"
4325,voc,3.0,boat,voc\raw\004325.jpg,eval,"[1, 22, 189, 346]"
4345,voc,7.0,cat,voc\raw\004345.jpg,eval,"[105, 8, 367, 316]"
4351,voc,0.0,aeroplane,voc\raw\004351.jpg,eval,"[100, 25, 162, 75]"
4430,voc,1.0,bicycle,voc\raw\004430.jpg,eval,"[93, 25, 245, 302]"
4436,voc,18.0,train,voc\raw\004436.jpg,eval,"[108, 154, 243, 382]"
4498,voc,3.0,boat,voc\raw\004498.jpg,eval,"[126, 159, 215, 284]"
4540,voc,17.0,sofa,voc\raw\004540.jpg,eval,"[8, 141, 333, 316]"
4555,voc,0.0,aeroplane,voc\raw\004555.jpg,eval,"[142, 174, 355, 245]"
4597,voc,8.0,chair,voc\raw\004597.jpg,eval,"[83, 181, 120, 255]"
4600,voc,7.0,cat,voc\raw\004600.jpg,eval,"[178, 40, 298, 281]"
4612,voc,2.0,bird,voc\raw\004612.jpg,eval,"[230, 133, 270, 202]"
4628,voc,7.0,cat,voc\raw\004628.jpg,eval,"[235, 1, 443, 279]"
4634,voc,12.0,horse,voc\raw\004634.jpg,eval,"[160, 143, 400, 305]"
4636,voc,2.0,bird,voc\raw\004636.jpg,eval,"[192, 117, 412, 206]"
4651,voc,3.0,boat,voc\raw\004651.jpg,eval,"[153, 154, 216, 262]"
4652,voc,19.0,tvmonitor,voc\raw\004652.jpg,eval,"[79, 1, 434, 216]"
4653,voc,14.0,person,voc\raw\004653.jpg,eval,"[51, 109, 276, 448]"
4675,voc,18.0,train,voc\raw\004675.jpg,eval,"[3, 46, 374, 150]"
4689,voc,18.0,train,voc\raw\004689.jpg,eval,"[16, 155, 477, 345]"
4770,voc,14.0,person,voc\raw\004770.jpg,eval,"[83, 2, 335, 500]"
4792,voc,7.0,cat,voc\raw\004792.jpg,eval,"[115, 135, 257, 336]"
4816,voc,11.0,dog,voc\raw\004816.jpg,eval,"[113, 37, 365, 294]"
4849,voc,18.0,train,voc\raw\004849.jpg,eval,"[143, 191, 250, 281]"
4850,voc,6.0,car,voc\raw\004850.jpg,eval,"[245, 92, 405, 195]"
4863,voc,6.0,car,voc\raw\004863.jpg,eval,"[61, 61, 421, 282]"
4873,voc,6.0,car,voc\raw\004873.jpg,eval,"[8, 119, 371, 355]"
4890,voc,6.0,car,voc\raw\004890.jpg,eval,"[56, 97, 454, 313]"
4966,voc,2.0,bird,voc\raw\004966.jpg,eval,"[135, 130, 322, 276]"
4972,voc,2.0,bird,voc\raw\004972.jpg,eval,"[115, 78, 344, 482]"
4982,voc,0.0,aeroplane,voc\raw\004982.jpg,eval,"[5, 111, 500, 221]"
4984,voc,8.0,chair,voc\raw\004984.jpg,eval,"[295, 34, 480, 213]"
4999,voc,11.0,dog,voc\raw\004999.jpg,eval,"[157, 101, 307, 216]"
5003,voc,6.0,car,voc\raw\005003.jpg,eval,"[188, 161, 251, 192]"
5004,voc,17.0,sofa,voc\raw\005004.jpg,eval,"[137, 31, 454, 275]"
5006,voc,2.0,bird,voc\raw\005006.jpg,eval,"[207, 392, 291, 453]"
5007,voc,19.0,tvmonitor,voc\raw\005007.jpg,eval,"[116, 10, 390, 266]"
5023,voc,2.0,bird,voc\raw\005023.jpg,eval,"[207, 266, 259, 339]"
5056,voc,11.0,dog,voc\raw\005056.jpg,eval,"[43, 45, 242, 213]"
5067,voc,6.0,car,voc\raw\005067.jpg,eval,"[400, 233, 441, 273]"
5128,voc,3.0,boat,voc\raw\005128.jpg,eval,"[122, 138, 401, 206]"
5168,voc,18.0,train,voc\raw\005168.jpg,eval,"[36, 116, 445, 229]"
5202,voc,2.0,bird,voc\raw\005202.jpg,eval,"[65, 91, 356, 255]"
5208,voc,14.0,person,voc\raw\005208.jpg,eval,"[111, 156, 231, 333]"
5209,voc,6.0,car,voc\raw\005209.jpg,eval,"[82, 75, 416, 299]"
5217,voc,3.0,boat,voc\raw\005217.jpg,eval,"[1, 214, 338, 334]"
5290,voc,0.0,aeroplane,voc\raw\005290.jpg,eval,"[227, 121, 287, 181]"
5293,voc,11.0,dog,voc\raw\005293.jpg,eval,"[99, 80, 184, 195]"
5305,voc,6.0,car,voc\raw\005305.jpg,eval,"[74, 358, 266, 462]"
5312,voc,7.0,cat,voc\raw\005312.jpg,eval,"[111, 53, 364, 366]"
5320,voc,3.0,boat,voc\raw\005320.jpg,eval,"[374, 144, 480, 188]"
5325,voc,3.0,boat,voc\raw\005325.jpg,eval,"[277, 250, 326, 309]"
5337,voc,3.0,boat,voc\raw\005337.jpg,eval,"[284, 99, 357, 130]"
5340,voc,3.0,boat,voc\raw\005340.jpg,eval,"[219, 18, 360, 238]"
